Name,Location,Username,Date Inserted,Review,Rating,Food,Service,Price,Food Key,Service Key,Price key
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",mike424u,"January 29, 2018","Having arrived late to the hotel we chose to have a meal on site. Big mistake, no wonder it's empty and we were the only ones in there. If you like fish and lots of ginger and spice it will suit you. We don't and it was the worse meal we have had in Singapo ",1,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",653scottp,"January 27, 2018","After traveling a long flight, I just wanted to relax and have a nice meal.  I came across Ah Hoi’s Kitchen.  Not fancy, but really tasty food.  I had the stir fried prawn with leman sauce served over crispy noodle. Just a perfect simple dish.",4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",chickenandwings,"January 13, 2018","Food was good and decently priced, especially when it’s located in town. It also has a nice open air atmosphere located beside the pool, with the recent cool weather in Singapor ",2,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",prettypink21,"January 12, 2018","Set at the side of the open air pool at Hotel Jen, the setting is lovely. The service is average as is the food. I ordered the chefs special starter and main course and both were just average. The starter was very greasy and the main course was ok but nothing special.",3,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Dubai1974,"January 6, 2018",新年明けの土曜、予約無しでしたが、18:30の開店と同時に,4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",ironicallyivory,"January 6, 2018","Food was a shadow of what it used to be - flavorful and good value lunch sets with a spread of choice. Now, it’s one flavor profile: just salty from the soup to noodles and fried rice. If you need the sambal belachan (which was good) to help you get through the meal, you know there’s something sorely missing! ",2,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Ruigoh,"December 7, 2017",Heard about the restaurant from friends years ago and decided to tried out but the food is so so and the service is really disappointing.  I don't think I will go back ever again.,3,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Vince C,"December 6, 2017",Went here on good recommendation. Ordered the chefs special entrees. They were so deep fried they were inedible. The service was slow and we thought we must be invisible even though there were not many in the restaurant. I did express my disappointment at the checkout but he wasn't interest,1,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Andrew W,"November 27, 2017",Food was overall better than average for the price paid. A lunch for 4 relatively big eaters plus drinks was only slightly more than 100 dollars.,4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",swagatap2014,"November 26, 2017","The food portions are quiet good compared to the cost for the food. THis restaurant is located at the inside the Jen tanglin hotel, the location is quiet nice as it is next to the pool.",4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Liz J,"November 24, 2017","Our friend recommended this restaurant, especially for its chilli crab. We enjoyed the food very much. It was all very tasty and well cooked. Service was also excellent. If you want your starters served first , you need to be clear of that otherwise all your food will arrive together. Our only disappointment was that my husband did not get the chilli crab because you can only have a 1kg crab , which would have been too much for him. If you want the chilli crab you are better to go with a few others who you can share with. ",4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",QiuQiu920,"October 30, 2017","We had a wonderful dinner at Ah Hoi's Kitchen on last week. It was a great treat and obviously the food was extremely delicious especially the Salted Egg Crab! To be more frank, I never tried salted egg before but an Indian staff (muthu, very attentive and friendly) suggested us to try. He said ""try salted egg crab and you will ask for more!"" Indeed!! Believe me, it was super delicious taste!! My plate was full of crab and prawn shells. We really enjoyed our dinner there!! All of us really satisfied with the food as well as the service (friendly staffs). Will be coming in again to try different food! Hungry go where??? Let's go to Ah Hoi's Kitchen!! 5 stars for this restaurant!",5,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",mascotty02,"October 29, 2017","Situated at the back of the hotel, in the same grounds overlooking the outdoor swimming pool, lovely restaurant, where you can either sit inside or out on the terrace, again friendly staff and my goodness decent food. wish we had a couple more meals there, it came to us fresh and also hot as in cooked heat, not spicy unless you asked for it. and definitely value for mon ",5,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Sunflower098,"October 14, 2017",It was a famous restaurant once and thought we should give it a t,1,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",242jemman,"October 10, 2017",We had a lovely catch up dinner with friends at Ah Hoi's with every meal we ordered spot on. Never been disappointed here.  Love the deep fried buns that come out with the Chilli crab. Delish.,4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",suej815,"September 22, 2017","We called in here for Friday night dinner and were very impressed. The crab, which is their specialty was outstanding. Lovely atmosphere near the pool, there are plants that provide privacy for diners at the restaurant as well as anyone using the pool. The staff were lovely and very helpful. Really enjoyed dinner here, our only surprise was it wasn't more crowded but we were there early in the evening. Put this on your list if you like sea food and crab",5,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Chin Meng T,"September 11, 2017","The crab is nice.  The fish is fantastic fresh. The soup is OK only 
. The restaurant is not air conditioning.",4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",bmw740il2015,"August 6, 2017",Had not been here for many years and it has lost its flare . Used to be packed with great atmosphere . It seems to have lost its appeal .,3,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Trudi0,"August 1, 2017",Normally when in Singapore I go to East Coast to enjoy my Black Pepper Crab. Now I have somewhere so much closer to the city and it is fabulous. Casual dining at it's very best. Highly recommended for a visit any time you are in Singapore !,3,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Sandeeka W,"June 1, 2017","paper wrapped chicken and satay yummy , so are the beef and seafood horfun, nice place for a simple lunch",5,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",306ange,"May 22, 2017","One of the few restaurants that disinfect the baby chair for my gal proactively, much appreciated! Food was average (Claypot mee tai bah was pretty tasty though). Be warned that It can be pretty hot as there's no air conditioning.",3,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Chin Meng T,"May 17, 2017","The kampong set lunch is good and tasty,  the value for the price is cheap and worth it.  Great place for new stuff to try",4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",karhyl,"May 16, 2017",One of our favorite seafood restaurant. We celebrated the Mother's Day lunch at Ah Hoi's and always an excellent experience. But I just want to share that the Chili crab taste has gone down. Chili crab is always the highlight of our meal but not this visit. Hope they can still cook the same old taste coz it's totally incomparable to other chili crabs in town.,3,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Michael I,"May 10, 2017","Ah Hoi's Kitchen is situated in Hotel Jen Tanglin (formerly known as Traders Hotel) is all about alfresco dining with authentic Singaporean flair. The interior is a large dining hall with vintage Asian furniture whereas the alfresco area offers poolside dining. Famous for its Singaporean and seafood dishes and many other classics, all the dishes that we tried were awesome such as Nasi padang , Ayam Penyet (Fried Chicken with Spices) , Tahu Telur (deep fried beancurd with egg), black pepper fried kway teow , Kaki Babi Masak Cuka Hitam (braised pork shank in black vinegar), and of course we had to try a crab dish which was Crab Bee Hoon, The meat of the crab are thick and filled the shell ,The superior stock was a little subtle but you can feel it absorbed in the bee hoon and cabbage. Excellent Crab Dish. All the meat and seafood that we tried were cooked to perfection. They are all tender, juicy and succulent The dining experiences I had at Ah Hoi's Kitchen was awesome.., although I must say it's a little pricey,. Overall, Ah Hoi are very creative with their new crab dishes. If crabs are not to your liking, make sure you try their BBQ selections. I truly enjoy it. A big plus for The Staff are very professional the service is excellent and very friendly and attentive.",4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",heawil,"April 27, 2017",Lovely setting on the terrace next to the pool. The prices were very affordable for a hotel and the varied Asian menu had something for everyone. Food was very tasty.,4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",twinklemelody,"April 20, 2017",This seems to be a forgotten restaurant . We were one of the two occupied tables on a weekday night,4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Tanyenting,"March 20, 2017",Pleasant and inexpensive lunch at tanglin area. The portion is good for one big eater. The achar wasn't fresh and they changed it.,3,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Taylo102,"March 7, 2017",As part of the Hotel Jen Tanglin Singapore this worked well for as rather late evening arrival and lunc,4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",walkasone,"February 23, 2017","Good value food we had four mains and was suggest we also get a extra veg and rice to share, this wasn't necessary as the main meals were quite large. The Ah Hoi's Combi is a must. Not sure if desert is on the menu it wasn't offered in any case. Open plan dinning onto the hotel pool, didn't appear to have good air cond, but it wasn't hot that night either.",4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",bcp20,"February 17, 2017","There is a fixed menu, which means you don't know what you're getting. Since our group was very diverse, not everyone could eat everything that was served. Additionally, we had specified that we had 2 people who were allergic to shellfish on the trip and one person who needed Halal preparation and they either didn't get the message or forgot to accommodate.",2,,,,,,
